Time	User	Comment
3/7/2019 4:45 PM	Lab	<COOLDOWN COMPLETE>
3/7/2019 5:27 PM	Lab	<COOLDOWN START>
3/7/2019 5:27 PM	Lab	<FILL START>
3/7/2019 5:28 PM	Lab	<TRANSFER OPEN>
3/7/2019 5:28 PM	Lab	<FILL COMPLETE> 0.00 Liters added.
3/7/2019 5:28 PM	Lab	<FILL START>
3/7/2019 5:29 PM	Lab	<TRANSFER CLOSED>
3/7/2019 5:29 PM	Lab	<FILL COMPLETE> 0.00 Liters added.
3/8/2019 10:47 AM	Lab	<COOLDOWN COMPLETE>
3/8/2019 11:21 AM	Lab	<COOLDOWN START>
3/8/2019 11:24 AM	Lab	Run Status: 1.000000
3/8/2019 11:24 AM	Lab	<FILL START>
3/8/2019 11:24 AM	Lab	<BACKING PUMP ON>
3/8/2019 11:24 AM	Lab	<TRANSFER OPEN>
3/8/2019 11:24 AM	Lab	<ROOTS ON>
3/8/2019 12:50 PM	Lab	<FILL COMPLETE> 0.00 Liters added.
3/8/2019 12:50 PM	Lab	<TRANSFER CLOSED>
3/8/2019 12:50 PM	Lab	<BACKING PUMP OFF>
3/8/2019 12:50 PM	Lab	<ROOTS OFF>
3/8/2019 12:50 PM	Lab	<COOLDOWN COMPLETE>
3/11/2019 12:10 PM	David Ruth	Measured Fridge level probe as going to 131 cm below the top plate
3/11/2019 12:17 PM	David Ruth	"Top shells thermometry is touching o ring\nattached=[20190311_121519.jpg"",     ]"
3/11/2019 2:21 PM	David Ruth	"\nattached=[20190311_121525.jpg"",]"
3/11/2019 2:22 PM	David Ruth	\nattached=[20190311_121534]
3/11/2019 2:24 PM	David Ruth	\nattached=[20190311_121558.jpg]
3/11/2019 4:53 PM	David Ruth	Fridge without level probe got to ur in about 15 minutes\nattached=[20190311_165142.jpg]
3/11/2019 4:53 PM	David Ruth	<@U718TESMV> <@U6ZLDSQ2V> 
3/11/2019 5:06 PM	David Ruth	Leak detector is working, used black roughing pump in parallel to leak check fridge. Only spots with substantial leaks are both quick connects on top plate of fridge. The 1 inch quick connect that had the level probe in it is the biggest leak, and the 2 inch quick connector is a slightly smaller leak (with ordinary Viton O-Ring and metal blank)
3/12/2019 12:28 PM	Nathaly Santiesteban	attached=[img_20190312_122338.jpg]
3/12/2019 12:28 PM	Nathaly Santiesteban	Transfer line from magnet to fridge in, without extension.
3/12/2019 12:29 PM	Nathaly Santiesteban	The extension did not fit im the magnet.
3/12/2019 2:54 PM	Nathaly Santiesteban	Thank you prof Slifer. System is as good leak tight as always
3/12/2019 2:57 PM	Nathaly Santiesteban	Quick connectors in the magnets passes the buble test after replacing some o-rings.  ---  attached=[img_20190312_145339.jpg]
3/12/2019 3:11 PM	Nathaly Santiesteban	Valve in the LHe transfer line works with helium gas.  ---  attached=[img_20190312_150645.jpg]
3/12/2019 6:34 PM	Lab	<COOLDOWN START>
3/12/2019 6:35 PM	David Ruth	Beginning precool with LN2
3/12/2019 6:52 PM	David Ruth	Pump/purge and initial fill of nitrogen seems to have ruined connection on M4 and M5. Unclear if they will come back as both resistors are now reading infinity.
3/12/2019 7:00 PM	Elena Long	Where are M4 &amp; M5?
3/12/2019 6:59 PM	David Ruth	The bottom and second to bottom of the magnet , basically the two that are on the coils themselves
3/12/2019 7:01 PM	Elena Long	Thank you
3/12/2019 7:09 PM	Lab	New helium cylinder is mysteriously out already. Nathaly and I find it hard to believe we used the whole thing of helium in the last day but that seems to be the way it is. We still have the cylinder intended for Karsten so hopefully we have enough for backfilling, pump/purge, etc, but a lot of helium seems to have gone to waste
3/12/2019 7:12 PM	Elena Long	The one on the left or the right?
3/12/2019 7:11 PM	David Ruth	Both of them. Nathaly says she swapped them yesterday, as the one on the right was previously new
3/12/2019 7:11 PM	David Ruth	Unless someone else somehow did a double swap back to the old one without realizing it
3/12/2019 7:13 PM	karl slifer	What?!
3/12/2019 7:14 PM	karl slifer	I mean, wow. 
3/12/2019 7:14 PM	Elena Long	I know the one on the left was at 1200 or 1300 before leak checking the target stick
3/12/2019 7:14 PM	Nathaly Santiesteban	Can we order a new one for the target changes?
3/12/2019 7:15 PM	Tristan Anderson	Isn't there another cylinder lassoed to the back worktable next to the grey cabinet?
3/12/2019 7:16 PM	Elena Long	Everyone keep an eye and note the main pressures of them every time they're used. If you don't the main needle visually dropping, STOP whatever you're doing and fix the leak before continuing
3/12/2019 7:16 PM	Nathaly Santiesteban	My bad  Not panic 
3/12/2019 7:15 PM	David Ruth	M4 just came back online
3/12/2019 7:17 PM	Nathaly Santiesteban	We still have some, we do have some. I just not check properly. We have 1600 of the new one. The right to that one is empty though.
3/12/2019 7:17 PM	karl slifer	Not till thursday. But are you really saying we used 2 1\/2 cylinders in the last week?  If so there is something very wrong, like they were just left flowing to atmos. 
3/12/2019 7:18 PM	Elena Long	Can we make a paper log to keep by the tanks?
3/12/2019 7:18 PM	karl slifer	There is a spreadsheet page where people should be logging them
3/12/2019 7:19 PM	David Ruth	We can but I think it was a miscommunication between me and Nathaly. We definitely did not use 2 1\/2 cylinders in the last week. The one on the right was used for several weeks and just ran out recently. Nathaly says the new one was at 1900 when it arrived and is now at 1600.
3/12/2019 7:20 PM	David Ruth	So we've used 3\/19ths of the new cylinder on pump\/purge type tests today. We thought it was empty because I closed the silver valve as well as the one on the regulator and Nathaly didn't know, so she thought it was empty
3/12/2019 7:21 PM	Nathaly Santiesteban	"When I arrived Monday morning the \""old\"" tank was empty, so I changed it."
3/12/2019 7:24 PM	Nathaly Santiesteban	  ---  attached=[img_20190312_191927.jpg]
3/12/2019 7:24 PM	Nathaly Santiesteban	Although this new bottle was very low (1900) compare with the other ones (2500)
3/12/2019 8:09 PM	David Ruth	Precool is complete, calibration for Magnet ABs seems to be off as all read ~85K
3/12/2019 9:08 PM	karl slifer	Seems weird. I don\u2019t remember Ln2 cools leveling at 85k. Did the magnet calibrations maybe get modified since last fall?
3/12/2019 9:15 PM	David Ruth	I don't think so. I will check the data in the morning to see where precool leveled off. 
3/12/2019 9:42 PM	Nathaly Santiesteban	<http:\/\/nuclear.unh.edu\/wiki\/images\/b\/b3\/04-10-2018_magnet_precool_magnetT.png>  ---  attached=[image.png]
3/12/2019 9:43 PM	Nathaly Santiesteban	This plot from the precool of april 2018 shows temperatures higher than 80 K when we filled with LN2.
3/12/2019 9:44 PM	David Ruth	Oh, okay! Seems like it might be par for the course then
3/12/2019 9:46 PM	karl slifer	Well, prob fine but doesnt it look like  M2 went to about 77K?  
3/12/2019 9:51 PM	Nathaly Santiesteban	I got the data file, when it was cooled: M1=81.5K, M2=80.2K, M3=84.2K, M4=81.7K, M5=73.6 K
3/12/2019 9:53 PM	Nathaly Santiesteban	And I think I saw a little disagreement between the lakeshore temperatures and the vi temperatures, so that may be it. But for sure, the temperatures reached equilibrium before we stopped the filling.
3/12/2019 9:57 PM	karl slifer	Ok, thanks very much for checking. They\u2019re reading a little higher, but if they really leveled off its fine for now. 
3/12/2019 10:02 PM	Nathaly Santiesteban	No problem!
3/13/2019 9:28 AM	Elena Long	Hard part of target stick soldering is done. I changed plans slightly to make both stronger connections on the small pins and added extra reinforcement to protect them. 
3/13/2019 9:29 AM	Elena Long	  ---  attached=[20190313_092743.jpg]
3/13/2019 9:29 AM	Elena Long	Putting it on the semirigid cables now
3/13/2019 9:38 AM	David Ruth	Awesome!!
3/13/2019 9:50 AM	David Ruth	Calibrations were changed between April and Nov 2018, improving match to LHe but slightly decreasing match to LN2. Current results for magnet Allen Bradleys match the results for the Nov 2018 precool.
3/13/2019 10:15 AM	David Ruth	Currently blowing out LN2 to begin the pump and purge
3/13/2019 10:24 AM	karl slifer	If the fit can\u2019t simultaneously pass thru the two lowest data points (4k&amp;77k) I think this  means that the fit puts too much weight on the room temperature and icewater calibration points. <@U789FH456> after the cooldown (and you are feeling better, this is just a reminder so I don\u2019t forget to ask you) can you please refit using just a single data point near RT? Or modify the error bars on the calibration points to de-emphasize the high temp points. 
3/13/2019 11:36 AM	Elena Long	It's so beautiful  ---  attached=[20190313_113544.jpg]
3/13/2019 11:52 AM	Lab	<FILL START>
3/13/2019 12:02 PM	Nathaly Santiesteban	Please pump and purge the fridge lines
3/13/2019 12:07 PM	David Ruth	We are on it. Could you come help us disconnect transfer line from pump when you get a chance? <@U6ZLDSQ2V> 
3/13/2019 12:08 PM	Nathaly Santiesteban	Sure
3/13/2019 12:10 PM	karl slifer	First LHe Dewar (5H90): liquid is 26 inches from top plate= 263 Liters
3/13/2019 12:27 PM	karl slifer	Fridge pump\/purge done. 
3/13/2019 12:27 PM	karl slifer	Starting LHe magnet fill
3/13/2019 1:25 PM	David Ruth	Gas bottle is out for real this time, moved regulator to new bottle to continue fill
3/13/2019 1:28 PM	Nathaly Santiesteban	1500 in one morning? Wow
3/13/2019 1:34 PM	karl slifer	I gotta leave\/sick kid at school. I\u2019ll try to return later, but someone please come down and help David. 
3/13/2019 1:53 PM	Lab	<FILL COMPLETE> 58.61 Liters added.
3/13/2019 1:53 PM	Lab	<TRANSFER OPEN>
3/13/2019 1:53 PM	Lab	<BACKING PUMP ON>
3/13/2019 2:12 PM	Lab	Run Status: 2.000000
3/13/2019 2:12 PM	Lab	Bypass Status: 2.000000
3/13/2019 2:19 PM	Thomas Collins	Added thermocouples to backing pump and Q-meter.
3/13/2019 2:25 PM	Lab	Seperator flow changed to 40 SLM
3/13/2019 2:28 PM	Lab	Separator flow changed to 50 SLM
3/13/2019 2:59 PM	David Ruth	Backing pump getting very hot, turned off for a moment to install chillers
3/13/2019 2:59 PM	Lab	<BACKING PUMP OFF>
3/13/2019 2:59 PM	Lab	<BACKING PUMP ON>
3/13/2019 2:59 PM	Lab	<BACKING PUMP OFF>
3/13/2019 3:16 PM	Thomas Collins	Added cooling system to backing pump
3/13/2019 3:18 PM	Lab	<BACKING PUMP ON>
3/13/2019 3:18 PM	David Ruth	Backing pump turned back on, hoping the chiller system that Karl built and Thomas finished commissioning should help to fight the temperature a bit
3/13/2019 3:29 PM	David Ruth	Separator throttled to 35. Shells frosting over a bit near the O-Rings
3/13/2019 3:35 PM	David Ruth	We have liquid in the separator, most fridge thermometry displays <4 K. Backing pump off to determine if we are filled or not.
3/13/2019 3:35 PM	Lab	<BACKING PUMP OFF>
3/13/2019 3:43 PM	Lab	<TRANSFER CLOSED>
3/13/2019 3:43 PM	Lab	Run Status: 0.000000
3/13/2019 3:43 PM	Lab	Bypass Status: 0.000000
3/13/2019 4:17 PM	karl slifer	Please check the oil level and the little analog gauges on the side of the pfeiffer roughing pumps atleast once an hour. Last time, one of our problems was that the pump oil all got blown out during the hot running and that should be indicated by the gauge. Also the gas ballast valves should be Open. 
3/13/2019 4:28 PM	Thomas Collins 	Connected PID & Heater to top. Set to 20 degree C
3/13/2019 4:32 PM	David Ruth	Dry helium line seems to have no leaks, at least, so far as I can tell without a leak detector
3/13/2019 4:34 PM	David Ruth	Both pumps seem to be good on oil
3/13/2019 4:36 PM	David Ruth	Fridge is full of helium, target stick was briefly complete but the epoxy on the waveguide quick connector broke. Can see beautiful big crystal signal on VME from the Alpha in the target stick. Long Lab + Nathaly are working on repairing it by using heat strap (and prayer) to cure epoxy quickly
3/13/2019 6:14 PM	Elena Long	Thermometry on target stick all works, and at least the first tested NMR does (alpha cup)
3/13/2019 9:14 PM	Thomas Collins	  ---  attached=[20190313_211226.jpg]
3/13/2019 9:14 PM	Thomas Collins	  ---  attached=[20190313_211213.jpg]
3/13/2019 9:14 PM	Thomas Collins	  ---  attached=[20190313_211205.jpg]
3/13/2019 9:14 PM	Thomas Collins	  ---  attached=[20190313_211126.jpg]
3/13/2019 9:14 PM	Thomas Collins	  ---  attached=[20190313_211118.jpg]
3/13/2019 9:15 PM	Thomas Collins	  ---  attached=[20190313_211106.jpg]
3/13/2019 9:15 PM	Thomas Collins	  ---  attached=[20190313_211051.jpg]
3/13/2019 10:41 PM	Nathaly Santiesteban	He Gas at 2400\n
3/13/2019 10:43 PM	Nathaly Santiesteban	After target stick insertion the Helium Gas is at 2350
3/13/2019 10:43 PM	Nathaly Santiesteban	
3/13/2019 11:13 PM	Nathaly Santiesteban	Units psi in the gas
3/13/2019 11:15 PM	Lab	<FILL START>
3/13/2019 11:22 PM	Lab	<TRANSFER OPEN>
3/13/2019 11:22 PM	Lab	<BACKING PUMP ON>
3/13/2019 11:22 PM	Lab	Run Status: 2.000000
3/13/2019 11:22 PM	Lab	Bypass Status: 2.000000
3/13/2019 11:34 PM	Lab	<BACKING PUMP OFF>
3/13/2019 11:46 PM	Lab	<FILL COMPLETE> 15.34 Liters added.
3/13/2019 11:46 PM	Lab	<TRANSFER CLOSED>
3/13/2019 11:50 PM	David Ruth	Fridge overfilled to approximate top of separator
3/14/2019 8:44 AM	Elena Long	Looking at the hourly reports, the overfill in the fridge didn't last long at all. On an hour and a half, there was only LHe left in the nose, at 2.5 hours just a little bit at the bottom of the nose, and by 3.5 hours it was gone. 8.3 hours later and it's almost back to where we started before the overfill. 
3/14/2019 8:46 AM	David Ruth	But the magnet is still overfilled, so once we get in we should be able to get it back before we do a fill hopefully
3/14/2019 8:50 AM	Elena Long	Without the stick it took ~4 hours until there was no more helium in the nose
3/14/2019 8:52 AM	Elena Long	Did CX.T2 die on us? I don't see it on the stream
3/14/2019 8:53 AM	Nathaly Santiesteban	We have leaks, that can easily do it.
3/14/2019 8:53 AM	David Ruth	No, it isn't in the main data stream right now, just the hidden resistance one
3/14/2019 8:54 AM	David Ruth	Also unknown how well the calibration from T1 holds up for it
3/14/2019 8:55 AM	David Ruth	I think the quicker cooling sounds like a combination of leaks in top plate of target stick, and helium volume o\nIn fridge being less due to volume of stick onsode
3/14/2019 8:55 AM	David Ruth	I mean, quicker warming
3/14/2019 8:57 AM	Elena Long	And a huge stainless steel waveguide stuck right down into the middle of the helium
3/14/2019 8:57 AM	Elena Long	I'm not shocked by it, mostly wanted to note the difference for future planning
3/14/2019 8:59 AM	David Ruth	Makes sense. Took not much time to fill fridge from this point last night so I definitely think the overfill was still worth it
3/14/2019 9:35 AM	Nathaly Santiesteban 	Helium Gas level at 2200 PSI
3/14/2019 9:37 AM	Nathaly Santiesteban 	Preparing to cooldown the Frridge, openning the transfer line valve, starting separator pump and bakinmg pump
3/14/2019 9:45 AM	Nathaly Santiesteban 	Both needle valves are open.
3/14/2019 9:48 AM	Elena Long	When we get to turning on the magnet keep an eye on the stick thermometry
3/14/2019 9:46 AM	Lab	<TRANSFER OPEN>
3/14/2019 9:46 AM	Lab	<BACKING PUMP ON>
3/14/2019 10:00 AM	Lab	<BACKING PUMP OFF>
3/14/2019 10:02 AM	Nathaly Santiesteban 	Temperature of the separator at 10K. Closing the gate valve, just driving by the separator.
3/14/2019 10:03 AM	Nathaly Santiesteban 	
3/14/2019 10:04 AM	Nathaly Santiesteban 	
3/14/2019 10:04 AM	Lab	<BACKING PUMP ON>
3/14/2019 10:04 AM	Lab	<BACKING PUMP OFF>
3/14/2019 10:04 AM	Lab	<BACKING PUMP ON>
3/14/2019 10:07 AM	Lab	<BACKING PUMP OFF>
3/14/2019 10:07 AM	Lab	<BACKING PUMP ON>
3/14/2019 10:07 AM	Lab	Bypass Status: 1.250000
3/14/2019 10:07 AM	Lab	Bypass Status: 0.250000
3/14/2019 10:07 AM	Lab	Bypass Status: 0.000000
3/14/2019 10:07 AM	Lab	<BACKING PUMP OFF>
3/14/2019 10:28 AM	David Ruth	We discovered that the LHe fill procedure is easier with the gold quick connect from the dewar attached to the transfer line before starting the fill, and a third person to tighten the dewar quick connnect once the transfer line is in
3/14/2019 10:28 AM	Lab	<FILL START>
3/14/2019 10:37 AM	Elena Long	I'll be there in a few more minutes. Has to pick up something special for today's holiday. :-)
3/14/2019 10:40 AM	Elena Long	Last night, where did the thermometer near the heater cartridge eventually settle? That'll give us a better estimate of where to set it more safely
3/14/2019 10:55 AM	Lab	<TRANSFER CLOSED>
3/14/2019 11:04 AM	karl slifer	I moved the roots flowmeter from left to right backing pump so we can monitor the flow during TE. 
3/14/2019 11:05 AM	karl slifer	Move it back if\/when the roots are turned on, and please keep an eye on the backing pump temps now that the right is throttled with the flowmeter it might heat up
3/14/2019 11:09 AM	Lab	<FILL COMPLETE> 3.20 Liters added.
3/14/2019 11:10 AM	David Ruth	There seems to be flow even when the pumps are pumping on vacuum 
3/14/2019 11:21 AM	karl slifer	Prob. good idea to turn off pump when gate valve closed. 
3/14/2019 11:25 AM	Nathaly Santiesteban	Reset the flow meter to 0.6 slm (minimum I could get) with the gate valve closed and a pressure of 0.23 tor.  
3/14/2019 11:34 AM	Tristan Anderson	"<@U718TESMV> it's on \""a\"" not 'alpha'  ---  attached=[20190314_113304.jpg]"
3/14/2019 11:58 AM	karl slifer	Sorry, Is that a TE?  Q curve?
3/14/2019 11:59 AM	Tristan Anderson	Yup yup!  It is pretty far out of tune.  Working on that now.
3/14/2019 12:23 PM	Elena Long	I brought in my SDR today to get a sense of the background RF noise we're generating and noticed something interesting as we get the NMR signal working
3/14/2019 12:23 PM	Elena Long	With the signal generators for both the Q-meter and the VME running we can see the reference of both in background noise
3/14/2019 12:23 PM	Elena Long	  ---  attached=[qmeter_ref_and_vme_ref_both_on.png]
3/14/2019 12:24 PM	Elena Long	When I take take out the RF output for the Q-meter signal generator and replace it with just a 50 Ohm dummy load that completely removes the Q-meter signal noise and leaves just the VME signal generator curve
3/14/2019 12:25 PM	Elena Long	  ---  attached=[qmeter_dummy_load_and_vme_only_on.png]
3/14/2019 12:26 PM	Elena Long	Since we want to tune everything well today I'm recommending that we either add the dummy load to the outputs of the NMR system we're not using, or alternatively shut of those signal generators completely to avoid any cross-talk
3/14/2019 12:27 PM	Elena Long	The SDR USB dongle and antenna sticking out of my computer here is what equipment I used to measure the above and where it's placed
3/14/2019 12:27 PM	Elena Long	  ---  attached=[20190314_122630.jpg]
3/14/2019 12:44 PM	Elena Long	Finding magnet sweet spot
3/14/2019 12:44 PM	Elena Long	"5.5\"" = height from the bottom of the top plate to the top of the quick connect for cup #3"
3/14/2019 12:45 PM	Elena Long	"The magnet seems to have lifted upwards by ~ 1\"" compared to warm"
3/14/2019 12:46 PM	Elena Long	which is consistent with all the other metal movement we saw during the last cool-down in relation to the shell shrinkage
3/14/2019 12:47 PM	Elena Long	Minimum signal width = Best sweet spot location = ~0.019 MHz for Cup #3 (Epoxy A)
3/14/2019 12:48 PM	Elena Long	for the TE at 4K
3/14/2019 12:49 PM	Nathaly Santiesteban	Note: Tunning of the VME changed after finding the sweet spot. It seems to change a little every time we move the target stick.
3/14/2019 1:16 PM	Elena Long	VNA can see a TE!
3/14/2019 1:17 PM	Elena Long	TE signal
3/14/2019 1:17 PM	Elena Long	Baseline:
3/14/2019 1:17 PM	Elena Long	  ---  attached=[20190314_131713.jpg]
3/14/2019 1:35 PM	Lab	<TRANSFER OPEN>
3/14/2019 1:40 PM	Lab	<BACKING PUMP ON>
3/14/2019 1:44 PM	Lab	<TRANSFER CLOSED>
3/14/2019 1:44 PM	Lab	<BACKING PUMP OFF>
3/14/2019 2:27 PM	Elena Long	Had trouble finding the NMR again for tuning, noticed that we couldn't see the signal and then noticed that the target stick got sucked all the way in so that's not surprising
3/14/2019 2:27 PM	Elena Long	The NMR signal was still visible on the VME, but way smaller than at optimum position. Nathaly is making a new spacer stick for Cup #3
3/14/2019 2:35 PM	Elena Long	"Target stick now back at 5.5\"" = Cup #3 and spacer is installed to stop it from getting sucked back in"
3/14/2019 2:37 PM	Lab	<BACKING PUMP ON>
3/14/2019 2:37 PM	Lab	<TRANSFER OPEN>
3/14/2019 2:42 PM	Lab	<BACKING PUMP OFF>
3/14/2019 2:48 PM	Lab	<BACKING PUMP ON>
3/14/2019 2:50 PM	Lab	<BACKING PUMP OFF>
3/14/2019 2:59 PM	Elena Long	Taking silver lizard VNA baseline
3/14/2019 4:49 PM	Elena Long	Single sweep TE on the cheap SDR-Kits VNA:
3/14/2019 4:49 PM	Elena Long	  ---  attached=[single_sweep_cheap_vna_te.png]
3/14/2019 5:30 PM	David Ruth	VME TE with 0.13% TE polarization  ---  attached=[vmete2.png]
3/14/2019 5:31 PM	David Ruth	We tuned the height of the target stick to maximize FWHM of the peak assuming a gaussian fit
3/14/2019 5:31 PM	David Ruth	Once QMeter TE is done we will begin power studies on enhancing signal
3/14/2019 5:35 PM	karl slifer	Maximize FWHM?  FWHM should probably scale with inhomogeneity.  (Thinner the peak, the better defined the energy level diff between up\/down) so I think you want to do the opposite.....
3/14/2019 5:36 PM	David Ruth	Sorry, minimize FWHM. I said the wrong thing, but we did what you are describing
3/14/2019 5:36 PM	David Ruth	My bad
3/14/2019 5:52 PM	David Ruth	  ---  attached=[gooodqmeter.png]
3/14/2019 5:58 PM	David Ruth	first q meter TE
3/14/2019 5:58 PM	David Ruth	<@U6ZLDSQ2V>
3/14/2019 6:02 PM	Nathaly Santiesteban	  ---  attached=[20190314_175645.jpg]
3/14/2019 6:03 PM	Nathaly Santiesteban	David stole  my signal
3/14/2019 6:03 PM	Nathaly Santiesteban	  ---  attached=[20190314_175644.jpg]
3/14/2019 6:03 PM	Nathaly Santiesteban	It is back 
3/14/2019 6:07 PM	Nathaly Santiesteban	Best tunning for the Qmeter was with 500 mv amplitude and 15 Hz tog rate
3/14/2019 6:12 PM	karl slifer	Great!!!
3/14/2019 6:13 PM	David Ruth	  ---  attached=[vme_good_settings_since_david_has_left_us_to_our_own_devices_mwuahahaha.png]
3/14/2019 6:54 PM	Lab	<TRANSFER OPEN>
3/14/2019 7:53 PM	Elena Long	Homing mmwaves robot y axis to calibrate steps
3/14/2019 7:56 PM	Elena Long	Y axis homed
3/14/2019 7:56 PM	Elena Long	Homing Horton x axis
3/14/2019 7:57 PM	Elena Long	X axis is homed
3/14/2019 7:58 PM	Elena Long	X axis homed Step Position: -719165 | Encoder position: 0
3/14/2019 7:59 PM	Elena Long	Y axis homed Step Position: 781348 | Encoder Position: 0
3/14/2019 8:04 PM	Elena Long	Moving Y axis into position
3/14/2019 8:11 PM	Elena Long	"We've moved 40\"" in Y, which corresponds to -8,110,000 steps (so about 202,750 steps\/inch)"
3/14/2019 8:22 PM	karl slifer	3rd Dewar(6G95). 21\u201d from flange=&gt;276 liters. Best guess from copper stick measurement. Note: its very hard to make this type measurement with a thin stainless tube. 
3/14/2019 8:23 PM	Elena Long	"X axis is ~80,808 steps \/ inch (moved about 12 3\/8\"" in -1,000,000 steps)"
3/14/2019 8:25 PM	Elena Long	Roughly in position above mmwave waveguide. X step position: -113278, Y step position: -8328652
3/14/2019 8:43 PM	Nathaly Santiesteban	Thermometry in Target stick unplugged while adjusting the NMR cables.
3/14/2019 8:54 PM	Elena Long	A bunch of the SMA connectors were loose, which we think was causing our issues with tuning. I torque-wrench tightened all the SMA connections
3/14/2019 9:05 PM	David Ruth	On my way back to the lab
3/14/2019 10:13 PM	Nathaly Santiesteban	  ---  attached=[20190314_220844.jpg]
3/14/2019 10:13 PM	Nathaly Santiesteban	TE from the Qmrter
3/14/2019 10:39 PM	Elena Long	Good news: mmwaves still work :-)  ---  attached=[20190314_223850.jpg]
